name	type	model	replicate	fraction	pcc_train_Dev	pcc_train_Hk	pcc_val_Dev	pcc_val_Hk	pcc_test_Dev	pcc_test_Hk
deepstarr_rep1_frac0.7	homologs_finetune	deepstarr	1	0.7	0.696248233318329	0.764184296131134	0.686154127120972	0.761213600635529	0.688727340552112	0.775248353997102
deepstarr_rep2_frac0.7	none	deepstarr	2	0.7	0.746726155281067	0.792270123958588	0.630202651023865	0.706091105937958	0.648867892414095	0.736007561768412
deepstarr_rep2_frac0.7	finetune	deepstarr	2	0.7	0.756222367286682	0.801787674427033	0.645767331123352	0.724887132644653	0.652874308417196	0.741770660845877
deepstarr_rep2_frac0.7	homologs	deepstarr	2	0.7	0.532764434814453	0.667444705963135	0.651157200336456	0.736498117446899	0.670641872341499	0.765343381323988
deepstarr_rep2_frac0.7	homologs_finetune	deepstarr	2	0.7	0.684182286262512	0.75275069475174	0.675008833408356	0.753542959690094	0.686734320186441	0.773103171157959
deepstarr_rep1_frac0.8	none	deepstarr	1	0.8	0.735224187374115	0.78457522392273	0.627092719078064	0.712837100028992	0.657067445404046	0.738473686725243
deepstarr_rep1_frac0.8	finetune	deepstarr	1	0.8	0.741980195045471	0.789580166339874	0.652925431728363	0.727152943611145	0.666897661360357	0.749339081437429
deepstarr_rep1_frac0.8	homologs	deepstarr	1	0.8	0.540527045726776	0.674677431583405	0.664254486560822	0.743530094623566	0.669252040479116	0.76898748688064
deepstarr_rep1_frac0.8	homologs_finetune	deepstarr	1	0.8	0.692140877246857	0.75714236497879	0.68284523487091	0.758312225341797	0.693261720212125	0.778889871413719
deepstarr_rep2_frac0.8	none	deepstarr	2	0.8	0.74246883392334	0.791958630084991	0.643852710723877	0.721348881721497	0.658758797950236	0.743627614401572
deepstarr_rep2_frac0.8	finetune	deepstarr	2	0.8	0.753381788730621	0.799555897712708	0.658705651760101	0.734582245349884	0.660394778787499	0.74428750644029
deepstarr_rep2_frac0.8	homologs	deepstarr	2	0.8	0.532086312770844	0.665717780590057	0.658995389938355	0.741174280643463	0.667068597953921	0.762799372924832
deepstarr_rep2_frac0.8	homologs_finetune	deepstarr	2	0.8	0.682030200958252	0.752927362918854	0.681237757205963	0.758505523204803	0.68584698100027	0.773866729966503
deepstarr_rep1_frac0.9	none	deepstarr	1	0.9	0.7512526512146	0.796404182910919	0.642955780029297	0.716932773590088	0.662828972407246	0.742560096719577
deepstarr_rep1_frac0.9	finetune	deepstarr	1	0.9	0.764630436897278	0.806986331939697	0.652678728103638	0.722228229045868	0.664702275250798	0.745491471358783
deepstarr_rep1_frac0.9	homologs	deepstarr	1	0.9	0.533338069915772	0.666862726211548	0.659062385559082	0.746314525604248	0.668205978439944	0.767723314049907
deepstarr_rep1_frac0.9	homologs_finetune	deepstarr	1	0.9	0.684534668922424	0.752646148204803	0.679405808448792	0.758636355400085	0.688833741449895	0.778141694664077
deepstarr_rep2_frac0.9	none	deepstarr	2	0.9	0.742422759532928	0.791944205760956	0.646480023860931	0.721387028694153	0.664996626330115	0.748301157550162
deepstarr_rep2_frac0.9	finetune	deepstarr	2	0.9	0.752025246620178	0.798769176006317	0.657242655754089	0.729359209537506	0.665222559384222	0.747938586796257
deepstarr_rep2_frac0.9	homologs	deepstarr	2	0.9	0.535729229450226	0.666799247264862	0.635803043842316	0.740236341953278	0.667828009275479	0.768519836763101
deepstarr_rep2_frac0.9	homologs_finetune	deepstarr	2	0.9	0.688611149787903	0.756086766719818	0.681882560253143	0.762567102909088	0.690449739329012	0.77691417377029
deepstarr_rep1_frac1.0	none	deepstarr	1	1	0.75360107421875	0.798120617866516	0.650481402873993	0.719589591026306	0.663357373386121	0.745811039927201
deepstarr_rep1_frac1.0	finetune	deepstarr	1	1	0.76855593919754	0.809697508811951	0.654643654823303	0.72479510307312	0.667306804026762	0.748532210687777
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.530422151088715	0.665134251117706	0.660939693450928	0.739952504634857	0.658506320755649	0.761660470187922
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.681815028190613	0.749470591545105	0.68014520406723	0.759231865406036	0.684296380671037	0.774339566747968
deepstarr_rep2_frac1.0	none	deepstarr	2	1	0.733266890048981	0.783103048801422	0.654536008834839	0.722432315349579	0.666528036720086	0.750539690574486
deepstarr_rep2_frac1.0	finetune	deepstarr	2	1	0.74122017621994	0.787951827049255	0.66183066368103	0.732433557510376	0.671255714326537	0.751173516775936
deepstarr_rep2_frac1.0	homologs	deepstarr	2	1	0.538199663162231	0.673534393310547	0.662302970886231	0.750386595726013	0.677700075354054	0.770338205197515
deepstarr_rep2_frac1.0	homologs_finetune	deepstarr	2	1	0.69333028793335	0.75791472196579	0.690677464008331	0.766054451465607	0.695676350061206	0.779653972568312
deepstarr_rep3_frac0.1	none	deepstarr	3	0.1	0.789522886276245	0.830090224742889	0.426550388336182	0.560544431209564	0.464608454846804	0.612144703852393
deepstarr_rep3_frac0.1	finetune	deepstarr	3	0.1	0.765186131000519	0.812836349010468	0.472858548164368	0.605042517185211	0.484511490848262	0.624068964465223
deepstarr_rep3_frac0.1	homologs	deepstarr	3	0.1	0.472086280584335	0.620929896831512	0.496197551488876	0.651883661746979	0.537161841971925	0.686813345486839
deepstarr_rep3_frac0.1	homologs_finetune	deepstarr	3	0.1	0.595807671546936	0.706126689910889	0.57131028175354	0.694865942001343	0.585835802895859	0.709205556075786
deepstarr_rep3_frac0.2	none	deepstarr	3	0.2	0.717328011989594	0.774379253387451	0.528545081615448	0.615871727466583	0.542054015097833	0.64444824885487
deepstarr_rep3_frac0.2	finetune	deepstarr	3	0.2	0.687214136123657	0.758474230766296	0.579864501953125	0.674531042575836	0.580724498607935	0.690290700312551
